id,slot_value,personality,ground_truth,FVN without Control,FVN
49,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"right , nameVariable is moderately priced and an italian place in riverside , nameVariable is n't family friendly , also it 's near nearVariable , also it is a pub , and it has a decent rating pal !","nameVariable is a pub , it is moderately priced , it , it is n't family friendly , it 's an italian place in riverside , it is a decent rating and it is moderately priced near nearVariable !","nameVariable is a italian place and riverside and moderately priced near nearVariable , it is n't kid friendly , the rating is decent and it is a pub , you know ."
50,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... it is near nearVariable , also it is in city centre , also it is a chinese restaurant , also it is rather kid friendly . well , i see , it is a restaurant , you see ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant in city centre and nearVariable and rather kid friendly , also it is a pub , you know , alright ?","let 's see , nameVariable ... oh , it is a chinese restaurant and in city centre family friendly near nearVariable , also it is a restaurant , you know , alright ?"
51,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"moderately priced come on , actually , nameVariable is it 's damn family friendly , this place is in city centre and it is a chinese place , also it is a restaurant , also it is near nearVariable .","moderately priced nameVariable is it is a chinese restaurant , also it is damn kid friendly . it 's a pub . it 's near nearVariable . it 's in city centre.. obviously , basically .","it 's a chinese place , also nameVariable is near nearVariable . it is damn family friendly . it is in city centre . it is a restaurant ."
52,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , it is kid friendly and a chinese place in city centre near nearVariable and it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in city centre and nearVariable and kid friendly and it is a pub .","let 's see , nameVariable ... well , i see it is a chinese place and in city centre family friendly near nearVariable and it is a restaurant ."
53,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . nameVariable is a restaurant , it is a chinese place in city centre and it is damn family friendly kind of near nearVariable .","oh god yeah , i do n't know . nameVariable is a chinese place in city centre and nearVariable and kid friendly , also it is a pub !","oh god i mean , i do n't know . nameVariable is a chinese place and city centre near nearVariable and it is a restaurant , also it is a chinese place ."
54,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant pal , it is kid friendly , also it 's near nearVariable , you know , it is in city centre and nameVariable is a chinese place !","nameVariable is a chinese place in city centre near nearVariable and kid friendly , also it is a pub , you know friend !","nameVariable is a chinese place and nearVariable and family friendly in city centre , also it is a restaurant , you know , !"
55,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""20-25"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... well , right , it is a japanese place in city centre and kid friendly near nearVariable with a decent rating with a price range of around £20-25 , also it is a pub , you see ?","you want to know more about nameVariable ? right , it is a japanese restaurant in city centre near nearVariable and kid friendly with a price range of £20-25 , it is a pub , also it has a decent rating , you know , alright ?","let 's see , nameVariable ... right , it is a japanese restaurant and city centre and nearVariable and family friendly with a price range of £20-25 , also it has a decent rating , also it is a coffee shop , you know , alright ?"
56,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""20-25"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that nameVariable is family friendly , it 's in city centre , also it has like , a decent rating , and it is near nearVariable . it is a japanese place . it is a pub . it has a price range of £20-25 .","oh god i mean , i thought everybody knew that nameVariable is a japanese place with a price range of £20-25 . it is a city centre . it is a friendly . it is a nearVariable . it is a decent rating . it is a pub .","nameVariable is a japanese place with a price range of £20-25 . it is a city centre . it is a friendly . it is a nearVariable . it is a coffee shop . it has like , a decent rating ."
57,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""20-25"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,oh god i see nameVariable is near nearVariable kid friendly in city centre and a japanese restaurant . it has a decent rating with a price range of £20-25 and it is a pub .,you want to know more about nameVariable ? it is a japanese restaurant in city centre near nearVariable and kid friendly with a decent rating with a price range of £20-25 and it is a pub .,"let 's see , nameVariable ... i see , well it is a japanese restaurant and city centre and family friendly near nearVariable with a decent rating with a price range of £20-25 and it is a coffee shop ."
58,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""20-25"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know . nameVariable is a japanese place near nearVariable in city centre . it is a pub , it has a price range of £20-25 , it has like , a decent rating , and it is kid friendly .","oh god i do n't know . nameVariable is a japanese place in city centre near nearVariable and kid friendly with a decent rating , also it is a pub , also it has a price range of £20-25 !","oh god i do n't know . nameVariable is a japanese place and city centre and nearVariable and kid friendly with a price range of £20-25 , also it has like , a decent rating , and it is a pub ."
59,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""20-25"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a price range of £20-25 , nameVariable is in city centre mate , it has a decent rating , you know , it is family friendly , also it 's a pub , and it is a japanese place near nearVariable !","nameVariable is a japanese place in city centre near nearVariable and kid friendly , it has a price range of £20-25 , it is a pub , you know and it has a decent rating pal !","nameVariable is a japanese place and city centre near nearVariable and kid friendly , a price range of £20-25 , it is a decent rating and it is a coffee shop , you know !"
60,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? yeah it is a restaurant with a excellent rating , also it is somewhat cheap near nearVariable , kid friendly in riverside and an italian restaurant , you know , okay ?","let 's see , nameVariable ... find on nameVariable . well , it is a pub with a excellent rating , also it is an italian restaurant in riverside , nearVariable , and it is cheap and family friendly , you know , alright ?","let 's see , nameVariable ... right , it is a a excellent rating , also it is a italian place , cheap and nearVariable and family friendly , also it is a of in riverside , and it is a riverside , alright ?"
61,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"i mean , i thought everybody knew that cheap nameVariable is it 's an italian place with a excellent rating . it 's damn kid friendly , it is a restaurant and it is near nearVariable.. it is in riverside .","basically , i thought everybody knew that nameVariable is damn cheap with a excellent rating . it is a italian place . it is a riverside . it is a nearVariable . it is a pub . it is kid friendly .","basically , i thought everybody knew that nameVariable is a friendly and it 's cheap . it is a nearVariable . it is a italian place . it is a coffee shop . it has like , a excellent rating ."
