id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
40,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""low"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? ok , it is a eatTypeVariable with a quite customerRatingVariable rating , also it is near nearVariable , and it is n't somewhat family friendly , you see ?","let 's see what ? can find on nameVariable . is , , a customerRatingVariable rating , , it is is , , , , , , , , , , , , , , ? ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see , nameVariable ... right , it is a eatTypeVariable with a customerRatingVariable rating , also it is n't somewhat kid friendly , and it 's sort of near nearVariable ,"
41,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""low"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,nameVariable is n't kid friendly with a damn customerRatingVariable rating . it is near nearVariable . it is a eatTypeVariable .,"nameVariable is near nearVariable , a customerRatingVariable rating rating it is is near nearVariable . it is n't eatTypeVariable . it is is . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"nameVariable is a eatTypeVariable , also it is n't family friendly . it has like , a customerRatingVariable rating . it is near nearVariable ."
42,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""low"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , it is n't family friendly with a customerRatingVariable rating , also it 's sort of near nearVariable , and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is customerRatingVariable rating , customerRatingVariable rating rating it is it is it , , it is it is . .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","you want to know more about nameVariable ? i see , well it is a eatTypeVariable with a customerRatingVariable rating , also it is n't family friendly , and it 's sort of near nearVariable ."
43,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""low"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable , also it is n't family friendly !","oh , i gosh i am not sure . nameVariable is a nearVariable , , customerRatingVariable rating customerRatingVariable rating , , it it is it , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a eatTypeVariable , also it is n't kid friendly , also it has like , a customerRatingVariable rating , and it is near nearVariable ."
44,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""low"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , it is n't kid friendly , you know buddy , it 's near nearVariable and it is a eatTypeVariable !","nameVariable is a eatTypeVariable rating , it rating , eatTypeVariable , , it , , it , , it it it eatTypeVariable , you know !","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a eatTypeVariable , it is n't kid friendly , the rating is customerRatingVariable and it is near nearVariable , you"
45,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? oh it is n't kid friendly with a quite customerRatingVariable rating , it is an foodVariable restaurant and it is somewhat near nearVariable moderately priced in areaVariable , also it is a eatTypeVariable , alright ?","let 's see what ? can find ? nameVariable . a , shop with a customerRatingVariable rating , , it is , , , , , it , , , , , , , , , , , , , , , , , , ? , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . oh , it is n't somewhat family friendly with a customerRatingVariable rating , also it is a foodVariable restaurant in areaVariable , also it is a coffee shop , also it is moderately priced sort of near nearVariable ,"
46,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in areaVariable , it is near nearVariable , also it is moderately priced , and the rating is customerRatingVariable , also it is n't damn kid friendly . it is a eatTypeVariable . it is an foodVariable restaurant , basically .","nameVariable is a foodVariable everybody , is nameVariable is is is is it it it it is it it it it it is it is it it is it is it it it is it is . . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a coffee shop , also it is n't family friendly . it is a foodVariable restaurant . it has a customerRatingVariable rating . it is in areaVariable centre . it is near nearVariable ."
47,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , it is a eatTypeVariable with a customerRatingVariable rating and nameVariable is an foodVariable restaurant in areaVariable near nearVariable and moderately priced , also it is n't family friendly .","let 's see what we can find on nameVariable . i see , is a is customerRatingVariable rating , it it is a , , , it it , , it it it is it is it is it is it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , well it is a coffee shop with a customerRatingVariable rating , also it is n't foodVariable restaurant in areaVariable near nearVariable , also it is n't kid friendly , and it has a price range of £20-25 ."
48,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure . nameVariable is n't damn family friendly , also it 's a eatTypeVariable , it is near nearVariable in areaVariable , nameVariable is darn moderately priced and an foodVariable place and it has like , a customerRatingVariable rating .","oh god i am i am not sure . nameVariable is a coffee shop , a customerRatingVariable rating , , , it it , , , , , , , , , , , it it , it it is is it is .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is n't kid friendly , also it 's darn expensive in city centre , also it has a customerRatingVariable rating , and it is near nearVariable ."
49,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"right , nameVariable is moderately priced and an foodVariable place in areaVariable , nameVariable is n't family friendly , also it 's near nearVariable , also it is a eatTypeVariable , and it has a customerRatingVariable rating pal !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , it it , , is is , , is is is ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a foodVariable place , it is n't kid friendly , it 's in city centre , it is near nearVariable , you know , it has a customerRatingVariable rating and"
50,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... it is near nearVariable , also it is in city centre , also it is a foodVariable eatTypeVariable , also it is rather kid friendly . well , i see , it is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . is , restaurant in nearVariable , and , nearVariable , friendly , , , is , is , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... right , it is a coffee shop , also it is a foodVariable restaurant near nearVariable , also it is somewhat kid friendly in areaVariable , you know ,"
51,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"moderately priced come on , actually , nameVariable is it 's damn family friendly , this place is in city centre and it is a foodVariable place , also it is a eatTypeVariable , also it is near nearVariable .",nameVariable is is it is is is nameVariable is is is is it it is it is it is it is it is is is . . . . . . . .,nameVariable is a foodVariable place and it is a eatTypeVariable .,"moderately priced nameVariable is it 's a coffee shop , also it is in areaVariable . it 's a foodVariable place . it 's near nearVariable.. it is family friendly ."
52,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , it is kid friendly and a foodVariable place in city centre near nearVariable and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is is foodVariable restaurant and nearVariable and nearVariable and and is is is is shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable and kid friendly ."
