id,slot_value,personality,ground_truth,FVN without Control,FVN
61,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"i mean , i thought everybody knew that cheap nameVariable is it 's an italian place with a excellent rating . it 's damn kid friendly , it is a restaurant and it is near nearVariable.. it is in riverside .","basically , i thought everybody knew that nameVariable is damn cheap with a excellent rating . it is a italian place . it is a riverside . it is a nearVariable . it is a pub . it is kid friendly .",
62,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see nameVariable is in riverside cheap near nearVariable , an italian restaurant and kid friendly , it has a excellent rating and it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is a pub with a excellent rating , it is an italian restaurant in riverside , cheap and family friendly near nearVariable .",
63,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable is a restaurant , also it is kind of in riverside , also nameVariable is an italian place , it is family friendly near nearVariable and cheap and nameVariable has a excellent rating .","oh god i do n't know . nameVariable is a pub , also it is an italian place , damn cheap and cheap in riverside , also it is a excellent rating , and it is darn kid friendly .",
64,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a excellent rating , it is cheap near nearVariable and kid friendly and it is an italian place in riverside , also nameVariable is a restaurant , you know pal .","nameVariable is a italian place , cheap near nearVariable and cheap in riverside , it is a pub , it has a excellent rating , you know and it is cheap friendly !",
65,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , yeah , nameVariable is a japanese restaurant in city centre , rather kid friendly near nearVariable and moderately priced with a mediocre rating , and it is a pub , you see ?","let 's see what we can find on nameVariable . right , it is a japanese restaurant , city centre , nearVariable , moderately priced and family friendly with a mediocre rating , also it is a pub , you know , you see ?",
66,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"everybody knows that nameVariable is moderately priced in city centre . it is a pub . it has like , a damn mediocre rating , it is a japanese place and it is kid friendly near nearVariable .","nameVariable is a japanese restaurant , also it is moderately priced . it is a city centre . it is a nearVariable . it is a friendly . it is a pub . it has like , a mediocre rating .",
67,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see it is a pub with a mediocre rating , also it is a japanese restaurant , family friendly near nearVariable and moderately priced , and it is sort of in city centre .","let 's see what we can find on nameVariable . well , i see it is a japanese restaurant in city centre , moderately priced near nearVariable and kid friendly with a mediocre rating and it is a pub .",
68,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"err ... oh god i am not sure . nameVariable is darn near nearVariable family friendly in city centre , a japanese place and moderately priced with a mediocre rating and it is a pub .","oh god i do n't know . nameVariable is a japanese place , moderately priced and city centre and kid friendly near nearVariable , also it has a pub , also it has like , a mediocre rating .",
69,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"moderately priced and a japanese place in city centre near nearVariable nameVariable is it has a mediocre rating , also nameVariable is family friendly pal , also it 's a pub , you know .","nameVariable is a pub with a mediocre rating , it is a japanese place , it is moderately priced in city centre and it is moderately priced near nearVariable , you know !",
70,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , it is an indian restaurant and quite near nearVariable kid friendly in riverside , also it is a restaurant , you know , alright ?","you want to know more about nameVariable ? well , it is an indian restaurant in riverside and nearVariable and rather family friendly and it is a pub , you know , alright ?",
71,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"it 's an indian place and nameVariable is in riverside . it is damn family friendly . nameVariable is a restaurant . come on , i mean , it is near nearVariable .","nameVariable is an indian place , also it is damn kid friendly . it is a pub . it is in riverside . it is near nearVariable .",
72,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , it is a restaurant and it is an indian restaurant and family friendly , also it is sort of in riverside near nearVariable .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant near nearVariable and kid friendly in riverside and it is a pub .",
73,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know . i mean nameVariable is a restaurant , it is damn family friendly and it 's an indian place near nearVariable in riverside .","oh god yeah , i do n't know . nameVariable is an indian place in riverside and nearVariable and kid friendly , also it is a pub !",
74,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"i see , nameVariable is a restaurant , you know , it is in riverside and nameVariable is an indian place , also it is kid friendly near nearVariable !","nameVariable is an indian place in riverside and nearVariable and family friendly , also it is a pub , you know friend !",
75,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... yeah , ok it is an italian place and in riverside kid friendly near nearVariable , also it is a restaurant , you know , okay ?","let 's see what we can find on nameVariable . well , it is an italian restaurant in riverside and nearVariable and rather family friendly and it is a pub , you know , alright ?",
76,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , i thought everybody knew that nameVariable is an italian restaurant in riverside . it is near nearVariable , it is a restaurant and it is damn family friendly .","nameVariable is an italian place , also it is damn family friendly . it is a pub . it is in riverside . it is near nearVariable .",
77,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well , i think that nameVariable is an italian restaurant and near nearVariable kid friendly in riverside , also it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is an italian restaurant near nearVariable and family friendly in riverside and it is a pub .",
78,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , err ... i do n't know . nameVariable is an italian place in riverside near nearVariable and family friendly and it is a restaurant , i mean .","oh god i do n't know . nameVariable is an italian place in riverside and damn family friendly near nearVariable , also it is a pub !",
79,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is an italian place and family friendly in riverside , also nameVariable is a restaurant , you know , and it is near nearVariable pal !","nameVariable is an italian place in riverside and family friendly near nearVariable and it is a pub , you know pal !",
80,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , it is a coffee shop with a quite excellent rating , also it is sort of near nearVariable , you see ?","let 's see what we can find on nameVariable . oh , it is a of near nearVariable with a excellent rating , also it is a coffee shop , you see ?",
81,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that nameVariable is near nearVariable with a damn excellent rating and nameVariable is a coffee shop .",nameVariable is near nearVariable with a damn excellent rating . it is a coffee shop .,
